Field_Id,Area,Subregion,y
1,0.915905,3,Vineyard
2,2.06441,3,Pecan
3,1.0803,3,Vineyard
4,1.31619,3,Vineyard
7,5.52922,3,Vineyard
8,1.48271,3,Vineyard
9,4.62284,3,Vineyard
11,1.01882,3,Vineyard
12,1.79607,3,Vineyard
13,1.7569,3,Vineyard
14,1.19272,3,Vacant
15,0.344734,3,"Vineyard & Pecan (""Intercrop"")"
16,1.81556,3,"Vineyard & Pecan (""Intercrop"")"
17,1.59031,3,Cotton
19,2.58801,3,Vineyard
20,2.48277,3,Vineyard
21,0.704917,3,Vineyard
22,3.28571,3,Vineyard
24,2.21751,3,Vineyard
25,0.828373,3,Maize
26,1.20904,3,Grass
27,3.60251,3,Lucern
29,2.83558,3,Grass
30,2.22811,3,"Vineyard & Pecan (""Intercrop"")"
31,0.662677,3,Vineyard
33,4.37185,3,Vineyard
34,3.45035,3,Vineyard
36,3.48715,3,Vineyard
37,2.46684,3,Vineyard
38,1.04563,3,Maize
39,1.97371,3,Maize
40,5.01541,3,Grass
41,3.01826,3,Vacant
42,0.59128,3,Vacant
46,1.19817,3,Vacant
47,1.57893,3,Vacant
49,1.07914,3,Lucern
50,1.78733,3,Lucern
51,0.307578,3,Vineyard
52,1.63154,3,Grass
55,3.06141,3,Vineyard
56,2.40882,3,Vineyard
58,0.266231,3,Vineyard
59,1.5407,3,Vineyard
60,0.442342,3,Vacant
62,1.16673,3,Vacant
64,2.28447,3,Vacant
65,5.82118,3,Cotton
66,1.26915,3,Vineyard
67,1.63835,3,Grass
68,3.41559,3,Grass
71,2.54086,3,Vineyard
73,2.50102,3,Vineyard
74,1.72433,3,Vineyard
75,2.74429,3,Vineyard
76,2.22834,3,Vacant
77,0.947691,3,Vineyard
78,3.73569,3,Maize
81,0.84721,3,Maize
82,0.0859615,3,Vineyard
83,6.14488,3,Maize
84,4.03233,3,Vacant
85,2.4231,3,Vacant
91,4.69615,3,Lucern
93,2.89851,3,Lucern
94,1.11035,3,Lucern
95,5.06143,3,Lucern
96,6.12337,3,Vineyard
97,3.46042,3,Vineyard
98,4.09763,3,Vineyard
102,0.602152,3,Grass
103,0.858839,3,Grass
104,2.22266,3,Lucern
106,1.32961,3,Vacant
107,0.780662,3,Vacant
109,2.5474,3,Vacant
110,2.77178,3,Lucern
111,1.76024,3,Lucern
112,1.53722,3,Lucern
114,0.921307,3,Lucern
116,2.77068,3,Lucern
117,1.41727,3,Lucern
119,1.52322,1,Vineyard
122,4.42851,1,Vineyard
124,2.2541,3,Lucern
127,2.52116,3,Vineyard
128,2.33844,3,Vineyard
129,1.91974,3,Vineyard
130,1.82965,3,Vineyard
131,33.631,1,Maize
134,0.980033,1,Maize
136,2.31693,1,Vacant
137,1.44488,1,Vacant
138,1.79677,1,Grass
139,2.81299,1,Maize
140,0.80126,3,Vacant
141,1.04786,3,Lucern
142,10.9537,1,Maize
143,13.4002,1,Lucern
144,1.52304,1,Vacant
145,0.680039,1,Lucern
146,3.35918,1,Grass
147,4.74555,1,Vacant
148,2.1126,1,Vacant
150,1.07251,3,Vineyard
151,1.93889,3,Vacant
152,3.19673,3,Vineyard
153,2.61301,3,Vineyard
154,0.969188,3,Vineyard
157,0.764251,3,Vineyard
161,0.62499,3,Grass
162,1.46435,3,Lucern
163,0.992604,3,Lucern
164,1.44682,3,Lucern
165,5.64355,3,Lucern
166,1.93826,3,Vineyard
168,2.14625,3,Lucern
170,0.733511,3,Maize
171,4.44167,3,Maize
173,2.16288,1,Grass
174,9.67065,1,Vacant
175,19.9571,1,Vacant
178,1.01703,3,Vineyard
179,0.995694,3,Vineyard
180,1.17482,3,Vineyard
181,0.780338,3,Vineyard
182,0.474643,3,Maize
183,1.2887,3,Cotton
184,3.58962,3,Cotton
185,2.62968,3,Cotton
186,0.988341,3,Grass
189,0.430677,3,Cotton
191,9.00113,1,Vacant
192,3.16883,1,Vacant
193,0.965501,1,Vacant
194,0.650413,1,Vacant
195,2.95346,1,Grass
198,0.477207,3,Vineyard
199,0.48134,3,Vineyard
200,0.519965,3,Vineyard
202,0.76773,3,Maize
205,1.82597,3,Maize
206,1.1565,1,Vacant
208,7.1362,1,Lucern
209,3.45921,1,Vacant
210,3.6762,1,Grass
212,2.00239,1,Lucern
213,3.36728,1,Vacant
216,2.13397,1,Vacant
218,7.79242,1,Lucern
221,1.43307,1,Grass
223,2.36303,1,Grass
224,0.595052,1,Grass
225,2.38347,1,Lucern
226,1.33857,1,Vacant
228,1.25865,1,Vacant
229,1.12309,1,Vacant
230,1.12184,1,Vacant
234,1.90815,3,"Vineyard & Pecan (""Intercrop"")"
235,5.01145,3,Vineyard
236,1.53592,3,Cotton
237,0.167502,3,Cotton
238,2.96694,3,Vineyard
240,1.39947,3,Grass
241,0.481357,3,Vacant
245,3.45767,3,Maize
246,4.2807,3,Vineyard
248,0.240708,3,Cotton
251,0.685537,3,Vacant
252,1.28575,3,Vineyard
253,0.991085,3,Vineyard
255,1.35903,3,Cotton
256,0.632633,3,Cotton
257,0.915699,3,Lucern
258,2.26452,3,Lucern
259,0.480286,3,Lucern
260,3.98983,3,Lucern
262,1.66101,3,Lucern
263,2.88253,3,Lucern
265,3.67544,3,Lucern
266,3.98037,3,Lucern
267,3.31173,3,Lucern
270,7.80238,3,Lucern
271,3.27382,3,Cotton
273,0.332048,3,Cotton
274,2.65591,3,Lucern
275,0.75069,3,Cotton
276,0.587073,3,Cotton
278,0.535625,3,Cotton
279,2.34474,3,Lucern
281,5.02087,3,Lucern
284,3.67036,3,Lucern
287,1.71923,1,Lucern
288,2.15388,1,Vineyard
289,1.89593,1,Vineyard
290,1.36729,1,Vineyard
293,6.40242,3,Lucern
294,1.54029,3,Cotton
295,1.54403,3,Lucern
296,1.77842,3,Vineyard
297,0.332092,3,Vineyard
298,2.53202,3,Vacant
300,0.401645,3,Vineyard
301,3.01452,1,Vacant
302,3.67323,1,Maize
303,2.91267,1,Vineyard
305,0.85425,1,Lucern
307,4.01634,1,Vineyard
308,4.22507,1,Maize
309,0.833334,1,Vineyard
310,3.89939,1,Maize
311,5.18272,1,Maize
312,5.46517,1,Vacant
313,1.10126,3,Lucern
314,1.02789,3,Lucern
315,1.74955,3,Maize
316,2.23758,3,Lucern
317,3.7464,3,Cotton
318,0.834624,3,Vacant
319,0.182791,3,Vacant
321,45.216,1,Vacant
323,1.66496,1,Grass
324,3.23386,1,Maize
326,1.98498,1,Vineyard
327,4.30022,1,Vineyard
328,3.85834,1,Vineyard
330,1.39981,1,Vineyard
331,2.41805,1,Maize
332,2.26944,1,Maize
336,3.16286,3,Lucern
337,2.12029,3,Lucern
339,2.12292,3,Lucern
340,1.11066,3,Vacant
344,0.619798,3,Maize
345,6.2224,3,Lucern
346,1.40964,3,Maize
348,0.377171,3,Maize
350,1.22804,3,Maize
351,1.54007,3,Lucern
352,1.08102,3,Maize
353,0.346771,3,Maize
354,0.610053,3,Maize
355,0.384008,3,Maize
356,2.12364,3,Vacant
357,3.96539,3,Vacant
360,2.89924,3,"Vineyard & Pecan (""Intercrop"")"
361,2.48771,3,Vacant
362,1.25042,3,Grass
364,3.98861,3,Lucern
367,2.16507,3,Vacant
368,1.58005,3,Vacant
370,1.39767,3,"Vineyard & Pecan (""Intercrop"")"
371,0.881854,3,"Vineyard & Pecan (""Intercrop"")"
372,1.08301,3,Vineyard
374,0.942256,3,Vineyard
375,0.864053,3,Vineyard
377,0.281145,3,Vineyard
379,2.47399,3,"Vineyard & Pecan (""Intercrop"")"
380,0.591801,3,"Vineyard & Pecan (""Intercrop"")"
381,0.7705,3,Vineyard
382,1.77293,3,Lucern
383,1.86303,3,Grass
385,1.364,3,Grass
387,1.01172,3,Vineyard
388,2.14418,3,Grass
389,5.64762,3,Lucern
390,2.00878,3,Vineyard
391,3.95455,3,Grass
393,2.45789,3,Lucern
394,1.5867,3,Lucern
395,0.713396,3,Vineyard
396,0.501115,3,Vineyard
398,8.78538,3,Vacant
399,1.54129,3,"Vineyard & Pecan (""Intercrop"")"
400,0.241159,3,Vineyard
401,1.59391,3,"Vineyard & Pecan (""Intercrop"")"
403,1.92733,3,"Vineyard & Pecan (""Intercrop"")"
404,1.28928,3,Vineyard
406,2.97059,3,Vacant
407,2.18779,3,Vacant
410,0.786467,3,Lucern
411,4.23473,3,Lucern
412,2.80056,3,Vacant
414,2.05937,1,Maize
416,2.38407,3,Vineyard
417,0.820007,3,Vacant
422,1.15874,3,Vacant
423,2.78324,3,Vacant
424,1.29047,3,Maize
425,0.577929,3,Maize
426,0.383243,3,Maize
427,0.561515,3,Maize
428,0.501517,3,Maize
429,0.986776,3,Grass
430,2.2317,3,Grass
432,2.47247,3,Vacant
433,1.19493,3,Vacant
434,2.61259,3,Lucern
435,2.91831,3,Lucern
436,2.72767,3,Lucern
437,2.98586,3,Lucern
439,1.42291,3,Vacant
440,0.920661,3,Vacant
441,0.908234,3,Vacant
443,1.10857,3,Vineyard
444,2.84766,3,Vineyard
445,2.35218,3,Vineyard
447,3.94605,3,Vineyard
448,2.95646,3,Vineyard
450,4.34184,3,Vineyard
451,0.520073,3,Vineyard
457,0.877322,3,Grass
458,1.14455,3,Grass
459,0.551358,3,Lucern
460,1.47891,3,Vacant
461,0.712156,3,Grass
463,0.729984,3,Lucern
465,0.275541,3,Vineyard
466,3.22267,3,Vineyard
468,1.79903,3,Vineyard
469,5.02264,3,Vacant
470,1.18915,3,Vineyard
471,0.649015,3,Vineyard
472,0.0795524,3,Vineyard
473,1.14017,3,Vineyard
476,0.729989,3,Vacant
477,2.62281,3,Lucern
478,0.508884,3,Grass
479,0.540793,3,Lucern
482,0.894581,3,Vineyard
483,2.06488,3,Lucern
484,1.60131,3,Lucern
485,1.21227,3,Lucern
486,1.6218,3,Lucern
487,3.36049,3,Lucern
488,1.6645,3,Maize
489,1.28817,3,Vineyard
492,3.82996,3,Maize
493,1.79546,3,Vacant
494,4.64962,3,Vineyard
495,1.82927,3,Maize
496,2.47006,3,Vacant
497,1.37086,3,Maize
498,0.859368,3,Maize
499,6.82659,3,Maize
501,3.91817,3,"Vineyard & Pecan (""Intercrop"")"
504,7.21866,3,Vineyard
505,7.9661,3,"Vineyard & Pecan (""Intercrop"")"
508,5.25713,3,"Vineyard & Pecan (""Intercrop"")"
510,1.9032,3,Vineyard
511,1.12359,3,Vineyard
513,3.12807,3,Maize
515,1.3028,3,Vineyard
516,4.86359,3,Lucern
517,3.0073,3,Lucern
519,0.475861,3,Maize
521,3.05091,3,Vineyard
522,0.403104,3,Maize
523,2.01374,3,Lucern
525,1.22116,3,Lucern
526,1.76284,3,Lucern
527,1.26882,3,Vacant
528,0.674466,3,Vineyard
529,2.78375,3,Vineyard
530,2.78867,3,Vineyard
531,0.604751,3,Vacant
533,1.17565,3,Maize
537,0.759583,3,Maize
538,1.92894,3,Vineyard
541,0.49594,3,Maize
543,0.807966,3,Lucern
545,1.88123,3,Lucern
546,3.26664,3,Lucern
547,3.86331,3,Lucern
550,1.22561,3,Vacant
551,4.51463,3,Vineyard
552,3.29491,3,Lucern
553,2.15033,3,Lucern
555,7.35119,3,Lucern
556,3.95511,3,Lucern
559,1.188,4,Vineyard
561,0.458029,4,Lucern
562,0.418289,4,Lucern
564,1.98714,4,Lucern
565,2.03572,4,Lucern
567,0.54967,4,Vacant
568,2.48323,4,Vineyard
569,2.84951,4,Vineyard
570,0.922294,4,Vineyard
572,1.13995,4,Vineyard
574,1.1742,4,Vineyard
576,3.988,4,Vineyard
577,0.807208,4,"Vineyard & Pecan (""Intercrop"")"
578,1.80554,4,"Vineyard & Pecan (""Intercrop"")"
579,3.00586,4,Vineyard
580,0.8511,4,Vineyard
581,0.66831,4,Vineyard
582,0.439152,4,Vineyard
583,3.12867,4,"Vineyard & Pecan (""Intercrop"")"
584,1.18794,4,Lucern
585,2.30628,4,Lucern
586,12.5317,2,Maize
588,5.59573,2,Maize
589,6.2998,2,Lucern
590,3.49814,2,Maize
591,3.24434,2,Maize
592,1.73261,2,Maize
593,7.04743,2,Maize
594,1.11559,2,Vineyard
595,6.35763,2,Maize
596,2.05487,2,Maize
598,3.75506,2,Maize
601,4.22906,2,Maize
604,4.53672,2,Lucern
605,1.77505,2,Lucern
606,2.82097,2,Vineyard
607,2.5357,2,Lucern
608,2.84209,2,Vineyard
609,4.60838,2,Vineyard
610,6.85011,2,Lucern
611,4.12021,2,Lucern
612,8.79656,2,Lucern
613,5.84474,2,Maize
616,1.59991,4,Vineyard
619,2.64928,2,Lucern
621,2.39416,2,Vineyard
622,0.20545,2,Vineyard
625,2.25528,2,Vineyard
626,3.82995,2,Maize
627,4.59205,2,Maize
628,5.0578,2,Maize
629,5.28463,2,Lucern
630,3.95278,2,Maize
631,1.77888,2,Vacant
632,0.565235,2,Vineyard
633,0.342235,2,Vineyard
634,2.37066,2,Vineyard
635,4.3476,2,Lucern
636,4.67526,2,Maize
637,1.88653,2,Vineyard
639,3.88223,2,Lucern
640,3.30821,2,Vineyard
642,1.62092,4,Vineyard
645,1.40559,4,Vineyard
646,1.78577,4,Vineyard
649,0.728368,4,Vacant
650,0.260674,4,Vacant
652,0.65737,4,Vacant
654,0.985842,4,Lucern
656,6.99809,2,Vineyard
657,7.08262,2,Lucern
658,7.28653,2,Lucern
659,1.09558,2,Vineyard
660,2.35885,2,Vineyard
662,1.24214,2,Vineyard
664,2.30472,2,Lucern
666,1.94032,2,Vacant
668,0.632959,2,Vacant
670,6.65938,2,Maize
671,3.85574,2,Lucern
673,1.07582,2,Lucern
674,1.12925,2,Lucern
675,2.51001,2,Lucern
676,4.12101,2,Maize
678,4.63648,2,Maize
680,0.180789,2,Vineyard
681,1.88429,2,Lucern
682,0.718535,5,Vineyard
684,1.52165,5,Vineyard
685,0.678798,5,Vineyard
687,0.636621,5,Vineyard
688,5.94748,5,Vineyard
689,3.58319,5,Vineyard
691,6.11528,5,Vineyard
692,2.90142,5,Vineyard
693,1.30779,5,Vineyard
694,0.27441,5,Vineyard
695,0.668785,5,Vineyard
696,0.440434,5,Vineyard
697,0.310373,5,Vineyard
698,0.894173,5,Vineyard
700,1.89559,5,Vineyard
701,0.343397,5,Vineyard
702,1.78888,5,Vineyard
703,3.7919,2,Grass
704,1.9889,2,Vineyard
706,6.61931,2,Vineyard
707,2.29586,2,Vineyard
709,1.40553,2,Grass
710,2.20704,2,Vineyard
712,4.58525,2,Vineyard
713,0.552382,2,"Vineyard & Pecan (""Intercrop"")"
714,4.30898,2,Vineyard
715,9.0426,2,Vineyard
716,2.99042,2,Maize
717,2.2925,2,Maize
719,4.29304,2,Lucern
720,1.80113,2,Maize
721,4.0798,2,Lucern
722,4.90096,2,Vineyard
723,5.93967,2,Lucern
724,0.482854,2,Vineyard
725,6.41261,2,Vineyard
726,0.715439,2,Lucern
727,1.8446,2,Vineyard
728,0.374819,2,Maize
729,0.328052,2,Maize
731,2.51019,2,Vineyard
732,0.715667,2,Vineyard
733,1.17169,2,Grass
737,0.917435,2,Maize
741,3.47382,2,Lucern
743,2.8124,2,"Vineyard & Pecan (""Intercrop"")"
744,5.1429,2,Vineyard
747,1.33792,2,Vineyard
748,1.58145,2,"Vineyard & Pecan (""Intercrop"")"
749,0.117526,2,Vineyard
753,6.70516,2,"Vineyard & Pecan (""Intercrop"")"
754,1.61178,2,"Vineyard & Pecan (""Intercrop"")"
755,0.174482,2,Vineyard
756,6.2731,2,Lucern
757,0.431903,2,Vineyard
759,4.08291,5,Lucern
761,1.73599,5,Maize
762,0.670725,5,Lucern
764,1.67422,5,Vineyard
766,2.4988,5,Vineyard
768,3.0667,5,Vineyard
770,2.00688,5,Lucern
773,0.301954,5,Lucern
775,0.341104,5,Lucern
776,0.221752,5,Vineyard
778,1.84026,5,Vacant
780,0.865836,5,Lucern
781,3.00265,5,Lucern
783,1.20621,5,"Vineyard & Pecan (""Intercrop"")"
784,1.30896,5,"Vineyard & Pecan (""Intercrop"")"
785,1.03828,5,"Vineyard & Pecan (""Intercrop"")"
787,1.53844,5,Vineyard
789,0.317647,5,Vineyard
790,0.728255,5,Vineyard
791,1.40568,5,Vineyard
792,4.94434,5,Vineyard
793,1.14255,5,Vineyard
794,0.728195,5,Vineyard
797,2.35456,5,Vineyard
798,1.28411,5,Vineyard
800,1.87947,5,Vineyard
801,1.23033,2,Vineyard
803,0.239367,2,Vineyard
804,0.60012,2,Vineyard
805,1.9086,5,Grass
806,1.64603,5,Lucern
808,6.75901,2,Maize
810,1.25529,2,Maize
815,0.873154,2,Vineyard
816,4.41453,4,Cotton
820,1.58719,4,Maize
821,1.29215,4,Maize
822,0.45687,4,Lucern
823,0.133451,4,Cotton
824,1.80309,4,Lucern
825,2.20843,4,Lucern
826,0.514497,4,Lucern
827,0.998146,4,Lucern
828,3.75045,4,Lucern
829,1.13764,4,Lucern
830,2.71546,4,Lucern
831,1.92178,4,Lucern
832,1.75975,4,Lucern
833,0.204761,4,Vineyard
836,9.19584,4,Vacant
837,3.24588,4,Lucern
840,2.65941,4,Vineyard
841,1.67282,4,Vineyard
842,2.30138,4,Vineyard
843,2.80794,4,Vineyard
844,2.08093,4,Vineyard
845,4.1513,4,Vineyard
846,1.59864,4,Vineyard
847,1.18247,4,Vineyard
849,2.71669,4,Vineyard
850,1.49046,2,Vacant
852,0.650266,3,Vacant
854,4.53911,3,Grass
856,9.068,3,Vineyard
857,2.70576,3,Vineyard
859,0.782283,3,Vineyard
860,0.364205,3,Vacant
861,1.53858,3,Vineyard
862,0.399415,3,Lucern
863,0.755271,3,Lucern
864,0.476724,3,Lucern
866,0.920955,3,Vineyard
867,0.230072,3,Vineyard
868,0.274411,3,Maize
869,1.22013,3,Vineyard
871,2.43488,3,Lucern
872,0.437683,3,Vineyard
873,0.528091,3,Lucern
874,2.74214,3,Grass
875,1.59019,3,Vineyard
876,4.5771,3,Vineyard
878,0.45629,3,Lucern
879,2.21187,3,Vineyard
880,2.13385,3,Vineyard
885,1.50575,4,Vineyard
886,0.500034,4,Grass
889,2.56931,4,Lucern
890,6.03915,4,Lucern
893,2.6973,4,Lucern
894,5.23654,4,Lucern
895,0.799966,4,Lucern
897,1.73417,4,Lucern
898,0.976978,4,"Vineyard & Pecan (""Intercrop"")"
899,1.69865,4,"Vineyard & Pecan (""Intercrop"")"
900,1.01024,4,Vineyard
901,0.499032,4,Vacant
902,2.47878,2,Maize
903,4.04981,2,Maize
904,7.95072,2,Maize
908,0.655544,2,Vineyard
909,0.658917,2,Vineyard
910,6.68048,2,Maize
911,1.51763,2,Maize
914,4.85369,2,Maize
915,2.4887,2,Vineyard
917,1.01379,2,Maize
918,1.39327,2,Lucern
920,1.61942,2,Grass
927,0.449248,2,Maize
929,2.52853,2,Maize
930,2.42848,2,Vineyard
931,2.12004,2,Maize
932,1.92415,2,Vineyard
933,13.4584,2,Maize
935,2.71883,2,Lucern
938,3.26565,6,Lucern
939,1.27673,6,Vineyard
940,2.39544,6,Vineyard
943,3.84002,6,Cotton
945,3.65099,6,Vacant
946,3.85623,6,Vineyard
949,3.21794,6,Vineyard
950,7.67838,6,Cotton
951,6.23434,6,Vineyard
952,3.52539,6,Vineyard
955,3.55895,6,Lucern
958,0.585929,6,Vineyard
959,0.571298,6,Vineyard
961,0.401423,6,Vineyard
962,0.363704,6,Vineyard
963,0.165958,6,Vineyard
964,0.586041,6,Vineyard
965,0.510909,6,Vineyard
967,0.194041,6,Vineyard
968,6.39225,2,Vineyard
969,3.08129,2,Lucern
974,0.469752,2,Vineyard
975,1.12667,2,Lucern
976,5.49989,2,Lucern
977,1.94362,2,Lucern
978,5.6509,2,"Vineyard & Pecan (""Intercrop"")"
979,6.37211,2,Lucern
980,3.96424,2,Vineyard
982,3.96839,2,Vineyard
983,9.87828,2,Vineyard
984,3.88828,2,Vacant
985,4.11801,2,Vineyard
986,4.36752,2,Vineyard
988,3.78996,2,"Vineyard & Pecan (""Intercrop"")"
989,3.74098,2,Vineyard
990,2.95697,2,Vineyard
991,4.41568,2,Vineyard
992,0.407817,2,Vineyard
993,0.182571,2,Vineyard
994,6.98165,5,Lucern
995,0.766031,5,Vineyard
996,1.94983,5,Vineyard
997,1.11927,5,Vineyard
998,3.30725,5,Lucern
999,1.07414,5,Vineyard
1000,1.56376,5,Vineyard
1002,3.16994,5,Vineyard
1003,4.33353,5,Vineyard
1004,1.15862,5,Lucern
1006,3.54779,5,Lucern
1007,4.27376,5,Lucern
1008,1.30737,5,Maize
1009,1.38246,5,Grass
1012,2.70246,5,Lucern
1013,1.55898,5,Lucern
1016,1.80748,5,Maize
1017,2.10692,5,Vineyard
1019,2.37891,5,Vineyard
1020,0.894363,5,Maize
1021,1.65785,5,Vacant
1022,2.7129,5,Vacant
1023,4.54203,5,Vineyard
1024,4.85867,5,Vineyard
1025,2.26757,5,Grass
1026,2.80203,5,Lucern
1027,2.03326,5,Vineyard
1028,0.430538,5,Vineyard
1029,0.0548302,5,Vineyard
1033,1.7388,3,Vineyard
1035,6.17467,3,Vineyard
1036,0.5943,3,Vineyard
1037,3.55895,3,Lucern
1038,5.14622,3,"Vineyard & Pecan (""Intercrop"")"
1039,5.09528,3,"Vineyard & Pecan (""Intercrop"")"
1040,1.39635,3,Vineyard
1041,0.944484,3,Vineyard
1046,3.32913,6,Lucern
1047,5.06293,6,Lucern
1049,3.2773,6,Vineyard
1050,2.11684,6,Vacant
1051,2.1893,6,Cotton
1052,4.01247,6,Cotton
1053,2.48221,6,Vineyard
1054,4.55186,6,Lucern
1059,0.28731,6,Lucern
1062,0.675777,6,Lucern
1063,1.85944,6,Vineyard
1064,1.40438,6,Vineyard
1065,2.35955,6,Vineyard
1066,2.72009,6,Vineyard
1067,1.98633,6,Vineyard
1069,1.91927,6,"Vineyard & Pecan (""Intercrop"")"
1071,2.27876,6,Vineyard
1072,2.43676,6,Vineyard
1073,3.02598,6,Vineyard
1074,2.99542,6,Vineyard
1075,3.22485,6,Vineyard
1076,3.56447,6,Vineyard
1077,3.20268,6,Cotton
1080,1.87711,6,Maize
1081,2.07551,6,Maize
1084,3.37142,5,Maize
1085,3.0871,5,Lucern
1087,2.62593,5,Vacant
1088,2.2651,5,Vacant
1089,3.74111,5,"Vineyard & Pecan (""Intercrop"")"
1090,0.636423,5,Vineyard
1091,0.451908,5,Vineyard
1093,4.19413,5,Vineyard
1095,0.198351,5,Vineyard
1096,0.577985,5,Vineyard
1097,2.88321,5,Vineyard
1099,2.23574,5,Vineyard
1100,2.24045,5,Vineyard
1103,1.98502,5,Vineyard
1104,2.41174,5,Vineyard
1105,1.0841,5,Vineyard
1106,0.756179,5,Vineyard
1107,8.47699,5,Maize
1108,3.96014,5,Lucern
1110,0.55393,5,Vineyard
1111,1.60412,5,Lucern
1112,2.20595,5,Lucern
1113,3.7205,5,Vineyard
1114,2.51035,2,Vineyard
1116,2.16238,2,Vineyard
1117,3.7031,2,Vineyard
1119,0.932625,2,Vineyard
1120,0.21255,2,Vineyard
1121,2.19381,2,Vineyard
1122,1.23287,2,Vineyard
1123,2.57725,2,Vineyard
1124,5.93804,2,"Vineyard & Pecan (""Intercrop"")"
1126,3.32051,5,Maize
1127,4.48369,5,Vineyard
1128,6.44197,5,Vineyard
1131,3.29387,5,Vacant
1132,0.723673,5,Lucern
1134,3.09991,5,Lucern
1135,0.73996,5,Lucern
1136,4.52785,5,Lucern
1137,5.18209,5,Grass
1139,0.69655,5,Vineyard
1140,0.277447,5,Lucern
1141,3.36606,5,Lucern
1142,3.63782,5,Lucern
1143,2.42936,5,Vineyard
1144,2.74964,5,Lucern
1146,0.620385,5,Vineyard
1147,2.73006,5,Vacant
1148,2.16363,5,Vineyard
1149,0.186729,5,Vineyard
1150,1.20802,5,Lucern
1151,1.8352,5,Vineyard
1152,6.74023,5,Vineyard
1153,2.34866,5,Grass
1154,2.47845,5,Vineyard
1155,4.18623,5,Vineyard
1157,0.488574,5,Vineyard
1160,2.79295,5,Vineyard
1161,2.13647,5,Vineyard
1162,1.86655,5,Vineyard
1165,1.82184,5,Vineyard
1172,2.00901,5,Vineyard
1176,3.85129,5,Vineyard
1177,1.31785,5,Vineyard
1178,5.17593,5,Vacant
1179,4.88747,5,Vacant
1180,1.03651,5,Lucern
1183,0.947836,5,Vineyard
1184,0.425826,5,Lucern
1185,0.671841,5,Vacant
1186,1.88123,5,Vacant
1189,1.4554,5,Vacant
1191,0.524158,3,Vineyard
1192,0.574839,3,Vineyard
1193,1.6937,3,Grass
1197,1.06507,3,Grass
1199,4.01282,3,Grass
1200,0.445307,3,Lucern
1201,0.211473,3,Lucern
1203,3.51865,3,Vineyard
1204,0.328102,3,Lucern
1205,5.47038,1,Lucern
1207,0.736068,1,Maize
1208,2.30675,1,Maize
1209,0.711946,1,Grass
1211,2.92961,1,Vineyard
1212,0.79924,1,Grass
1213,3.05274,1,Grass
1214,6.03107,1,Lucern
1217,2.78569,1,Vineyard
1218,5.50791,3,"Vineyard & Pecan (""Intercrop"")"
1219,1.13687,3,Vineyard
1220,0.177167,3,Lucern
1221,0.456265,3,Lucern
1222,0.242442,3,Lucern
1224,1.43975,3,Lucern
1225,3.06586,3,Maize
1226,0.499762,3,Maize
