Field_Id,Area,Subregion,y
1227,0.397939,3,Maize
1229,1.61583,3,Vineyard
1232,2.41392,3,Vineyard
1233,0.64008,3,Maize
1234,0.642923,3,Maize
1236,1.6991,3,Maize
1237,1.44999,3,Vineyard
1238,0.162013,3,Lucern
1239,0.452772,3,Lucern
1241,2.01905,3,Lucern
1243,3.01967,1,Lucern
1244,1.88414,1,Lucern
1245,2.39805,1,Lucern
1246,1.66176,1,Lucern
1247,7.7323,1,Lucern
1248,2.22428,1,Lucern
1249,0.976826,1,Lucern
1251,2.62353,1,Lucern
1252,4.24852,1,Lucern
1253,5.68018,1,Vineyard
1254,4.35197,3,Lucern
1255,1.55819,3,Lucern
1258,0.353918,3,Cotton
1259,0.480547,3,Cotton
1260,0.554767,3,Cotton
1261,0.27676,3,Cotton
1263,0.612404,3,Lucern
1265,0.935317,3,Lucern
1266,0.844122,3,Grass
1268,0.627791,3,Grass
1270,0.34146,3,Lucern
1271,0.652325,3,Vacant
1272,0.482678,3,Vacant
1273,0.776249,3,Grass
1274,0.737725,3,Grass
1276,1.04848,3,Lucern
1277,0.412038,3,Lucern
1278,0.480645,3,Vacant
1280,0.93793,3,Vineyard
1286,1.2418,1,Vineyard
1288,10.1692,1,Vineyard
1289,2.93958,1,Vineyard
1290,4.15009,1,Vineyard
1291,5.637,1,Vineyard
1295,0.941347,3,Lucern
1297,1.07769,3,Vineyard
1298,0.761727,3,Vineyard
1300,1.22789,3,Lucern
1303,1.12622,3,Vineyard
1304,1.61574,3,Vineyard
1305,0.205275,3,Lucern
1307,1.21307,3,Grass
1310,1.49378,3,Vineyard
1313,0.670228,3,Maize
1314,3.46806,3,Vineyard
1315,2.6653,3,Vineyard
1316,1.81001,3,Vineyard
1317,5.32671,3,Vineyard
1319,1.80045,3,Grass
1320,1.73345,3,Cotton
1321,0.475453,3,Cotton
1322,3.54076,3,Vineyard
1323,2.01045,3,Vineyard
1324,1.71842,3,Vineyard
1326,3.36086,3,Vineyard
1327,4.45065,3,Grass
1328,1.57182,3,Grass
1329,1.76349,3,Vacant
1331,1.6424,3,Maize
1332,3.86582,3,Grass
1333,2.64515,3,Maize
1334,5.47941,3,Grass
1335,1.64865,3,Grass
1336,3.34214,3,Vineyard
1337,3.77571,3,Vacant
1338,4.14783,3,Vineyard
1339,2.83654,3,"Vineyard & Pecan (""Intercrop"")"
1340,1.84366,3,Maize
1341,1.98918,3,Grass
1342,2.57648,3,Maize
1343,1.93335,3,Maize
1344,3.25552,3,Grass
1345,2.67723,3,Grass
1346,4.8499,3,Vineyard
1347,3.01762,3,Vineyard
1348,3.113,1,Vineyard
1349,5.41677,1,Vacant
1350,6.30585,3,Lucern
1351,1.95203,3,Vacant
1352,1.3655,3,Lucern
1354,2.14401,3,Vineyard
1359,4.52104,3,Lucern
1361,1.2957,3,Lucern
1362,5.31207,3,Lucern
1363,3.36797,3,Lucern
1365,0.968707,3,Lucern
1367,3.31247,3,Vacant
1368,2.18087,3,Lucern
1369,2.32095,3,Maize
1370,2.94018,3,Maize
1371,2.07346,3,Lucern
1373,1.32544,3,Lucern
1374,1.08725,3,Vineyard
1375,3.38267,3,Dates
1376,1.27907,3,Vacant
1378,7.81202,3,Vineyard
1379,3.91563,3,Vineyard
1380,3.74701,3,Grass
1382,3.74351,3,Dates
1383,0.9027,3,Grass
1384,4.5452,3,Grass
1385,5.18737,3,Vineyard
1386,7.19515,3,Vineyard
1387,3.94381,3,Grass
1390,8.45856,3,Vineyard
1392,3.64577,3,Vineyard
1393,1.07042,3,Vineyard
1394,0.95005,3,Vineyard
1396,3.94832,3,Vineyard
1397,3.853,3,Vacant
1398,2.86715,3,Vacant
1399,2.45554,3,Vineyard
1400,2.43649,3,Vineyard
1401,3.60108,3,"Vineyard & Pecan (""Intercrop"")"
1404,1.69542,3,Vacant
1406,1.91237,3,Vineyard
1407,1.42322,3,Grass
1409,2.95996,3,Vineyard
1410,2.92541,3,Vineyard
1411,4.43926,3,Vineyard
1412,5.03239,3,Vineyard
1415,4.57549,3,Vineyard
1416,1.40704,3,Vineyard
1417,1.32385,3,Vineyard
1418,1.66842,3,Vacant
1419,1.4539,3,Maize
1420,0.592724,3,Vineyard
1421,2.3655,3,Maize
1422,4.38811,3,Maize
1423,5.01828,3,Vineyard
1424,2.74094,3,Vineyard
1425,1.88907,3,Vacant
1426,1.85133,3,Maize
1428,4.44508,3,Vineyard
1429,2.51225,3,Vineyard
1434,0.930677,3,Vacant
1435,0.871103,3,Vacant
1436,2.04732,3,Cotton
1437,1.11243,3,Cotton
1438,1.51293,3,Cotton
1439,4.03803,3,Maize
1440,0.169474,3,Vacant
1441,0.254157,3,Vacant
1442,0.279584,3,Vacant
1444,2.81616,3,Vineyard
1446,2.49251,3,Grass
1447,1.86044,3,Grass
1448,3.02744,3,Grass
1449,1.41922,3,Grass
1451,2.31944,3,Lucern
1452,3.60445,3,Cotton
1453,1.59664,3,Maize
1454,0.570439,3,Vineyard
1455,1.46501,3,Vineyard
1456,0.353378,3,Vacant
1459,1.43768,3,Vacant
1461,1.79841,3,"Vineyard & Pecan (""Intercrop"")"
1463,5.34228,3,Lucern
1464,2.51838,3,Maize
1465,0.981803,3,Lucern
1466,1.40125,3,Lucern
1468,4.67631,3,Lucern
1469,3.03299,3,Lucern
1470,4.92774,3,Lucern
1472,0.848327,3,Lucern
1473,1.21675,3,Maize
1474,11.0283,3,Lucern
1475,11.4926,3,Lucern
1476,2.00494,3,Vineyard
1477,1.51203,3,Vacant
1479,1.69202,3,Grass
1480,0.464063,3,Grass
1481,0.438817,3,Vacant
1482,2.29503,3,Vacant
1483,1.11975,3,Vineyard
1486,0.940125,3,Vacant
1487,1.01008,3,Vacant
1488,1.38484,3,Vacant
1489,1.42175,3,Vacant
1490,1.95526,3,Cotton
1491,2.40859,3,Lucern
1492,3.755,3,Cotton
1494,6.0766,3,Lucern
1495,6.53704,3,Cotton
1496,0.980625,3,Cotton
1498,0.720617,3,Lucern
1500,0.457907,1,Vineyard
1502,11.7233,1,Vineyard
1503,0.474469,1,Vacant
1504,1.10064,1,Vineyard
1505,0.954742,1,Vineyard
1507,3.60325,1,Vineyard
1508,1.67102,1,"Vineyard & Pecan (""Intercrop"")"
1509,4.25153,3,Vacant
1510,0.482446,3,Lucern
1511,3.83729,3,Cotton
1512,1.30013,3,Vineyard
1513,3.25941,3,Vineyard
1514,3.72032,3,Cotton
1515,1.79247,3,Lucern
1516,3.04347,3,Cotton
1517,2.63685,3,Cotton
1518,2.96661,3,Cotton
1519,3.01173,3,Vineyard
1521,1.23368,3,Cotton
1522,0.734904,3,Cotton
1523,1.04366,3,Cotton
1525,1.17712,3,Lucern
1526,1.56902,3,Vineyard
1527,2.524,3,Lucern
1531,2.40403,3,Cotton
1532,2.62608,3,Vineyard
1533,0.712018,3,Vineyard
1534,1.47364,3,Vineyard
1535,1.4211,3,Vineyard
1538,1.60945,3,Cotton
1539,5.54635,3,Vineyard
1540,1.64601,3,Maize
1541,6.07797,3,Maize
1542,6.37991,3,Vineyard
1543,3.78155,3,Cotton
1544,4.81166,3,Vineyard
1545,1.32121,3,Cotton
1547,3.75426,3,Vineyard
1548,3.41202,3,Cotton
1550,1.14549,3,Cotton
1551,2.75718,3,Vineyard
1552,1.40964,3,Vacant
1555,4.26522,3,Vineyard
1557,3.45068,3,Grass
1558,3.28119,3,Lucern
1560,3.0219,3,Cotton
1561,2.37797,3,Cotton
1562,0.898325,3,Maize
1565,3.1157,3,Vacant
1568,1.16642,3,Maize
1570,1.36421,3,Maize
1572,2.34811,3,Maize
1574,1.91714,3,Vacant
1575,0.918846,3,Vineyard
1576,2.41376,3,Vacant
1577,1.23939,3,Vineyard
1579,1.20149,3,Vineyard
1580,1.30227,3,Vineyard
1581,2.59062,3,Grass
1582,2.89264,3,Vineyard
1583,2.78115,3,Vineyard
1585,3.96076,3,Cotton
1586,2.57949,3,Cotton
1587,2.88896,3,Cotton
1588,2.41782,3,Vineyard
1589,1.97331,3,Cotton
1590,3.00025,3,Cotton
1591,0.630788,3,Vacant
1593,1.53352,3,Vacant
1596,1.42385,3,Vineyard
1597,1.92214,3,Maize
1599,2.12837,3,Vineyard
1601,1.45643,4,Lucern
1602,2.77275,4,Lucern
1603,3.24563,4,Vineyard
1604,2.87197,4,"Vineyard & Pecan (""Intercrop"")"
1605,1.14643,4,Vineyard
1606,1.87534,4,Vineyard
1607,0.751186,4,Vineyard
1610,0.771248,4,Vineyard
1611,1.58471,4,Vineyard
1613,0.185538,4,Vineyard
1614,1.87813,4,"Vineyard & Pecan (""Intercrop"")"
1616,3.25557,4,Lucern
1617,1.51715,4,Lucern
1620,2.06507,4,Vineyard
1621,2.57301,4,Vineyard
1622,4.34169,4,Vineyard
1623,0.925044,4,Maize
1624,1.00082,4,Lucern
1626,0.340181,4,Lucern
1628,1.0313,4,Lucern
1629,2.41089,4,Vineyard
1630,1.32023,4,Maize
1631,0.38377,4,Vineyard
1632,0.15277,4,Lucern
1634,2.96032,4,Lucern
1635,0.639124,2,Vineyard
1636,0.375637,2,Vineyard
1639,1.34964,2,Vineyard
1640,2.49651,2,Vacant
1641,0.395989,2,Vacant
1643,2.9984,2,Lucern
1644,0.339409,2,Lucern
1645,2.05823,2,Lucern
1647,3.24961,2,Lucern
1648,1.78364,2,Lucern
1650,2.01282,4,Grass
1651,0.940489,4,Grass
1652,0.871707,4,Grass
1653,0.975764,4,Vineyard
1655,0.615255,2,Vacant
1656,0.661624,2,Vacant
1658,0.682768,2,Vacant
1661,2.53104,1,Vacant
1662,3.30722,3,Cotton
1663,0.627955,3,Cotton
1664,0.21362,3,Cotton
1669,0.542783,3,Vineyard
1670,1.71971,3,Vineyard
1671,0.920544,3,Grass
1673,1.60929,3,Cotton
1676,4.00993,1,Vineyard
1677,5.6025,1,Vineyard
1679,5.15811,4,Vineyard
1680,3.10451,4,"Vineyard & Pecan (""Intercrop"")"
1681,3.96939,4,Vineyard
1683,9.56686,4,"Vineyard & Pecan (""Intercrop"")"
1687,3.90987,4,Vineyard
1688,1.68706,4,Vacant
1689,2.48439,4,Vineyard
1691,2.10948,4,Vineyard
1693,0.441053,4,Vineyard
1694,2.99206,4,Lucern
1697,2.53363,4,Vineyard
1698,2.51941,4,Vineyard
1699,1.14624,4,Vineyard
1703,2.59372,4,Vineyard
1704,4.77374,4,Vineyard
1707,0.0684861,4,Vineyard
1708,2.04477,4,Vineyard
1709,0.860865,4,Maize
1712,7.51898,4,Lucern
1713,2.61348,4,Vineyard
1714,1.20914,2,Lucern
1716,1.76126,2,Lucern
1717,1.85233,2,Vacant
1718,2.8153,2,Vacant
1719,0.310907,2,Vacant
1722,0.837699,2,Lucern
1723,1.17327,2,Lucern
1726,0.647511,2,Lucern
1727,4.96455,2,Maize
1728,1.72284,2,Vacant
1730,0.792479,2,Vacant
1731,2.11685,2,Vineyard
1733,0.95964,2,Vineyard
1734,2.92992,2,Vineyard
1736,0.316893,2,Lucern
1737,4.67291,6,Cotton
1738,4.31073,6,Cotton
1741,3.69382,6,Cotton
1742,4.81916,6,Cotton
1743,1.10699,6,Cotton
1744,1.70687,6,Cotton
1745,4.04891,6,Vineyard
1746,0.672078,6,Cotton
1747,1.22395,6,Cotton
1749,0.801195,6,Cotton
1750,0.636246,6,Cotton
1751,0.475914,6,Cotton
1755,1.77667,6,Maize
1756,0.0435493,6,Lucern
1757,0.501637,6,Lucern
1758,0.25665,6,Cotton
1759,1.41371,6,Cotton
1763,0.955121,6,Maize
1764,0.440931,6,Grass
1765,0.360251,6,Grass
1766,0.435555,6,Maize
1767,10.1192,6,Maize
1769,1.5269,6,Vineyard
1770,8.92821,6,Vineyard
1771,3.24806,6,Vineyard
1772,0.934683,6,Lucern
1775,6.96907,6,Vineyard
1776,0.702482,6,Vineyard
1777,0.513473,6,Vineyard
1778,0.440184,6,Lucern
1779,1.36026,6,Vineyard
1780,1.16607,6,Maize
1781,0.433894,6,Lucern
1782,0.274236,6,Vineyard
1783,0.624283,6,Maize
1785,0.831431,6,Vineyard
1786,0.530509,6,Dates
1787,0.895529,6,Vineyard
1788,2.12425,6,Maize
1789,1.51533,6,Maize
1791,7.29002,6,Lucern
1792,12.0,1,Vineyard
1793,0.983664,1,Vineyard
1794,0.525949,1,Vineyard
1797,1.61875,3,Lucern
1798,0.273908,3,Lucern
1799,1.21805,3,Lucern
1803,7.6676,3,Cotton
1804,5.03571,3,Lucern
1805,2.73574,3,Lucern
1807,1.87041,3,Lucern
1808,2.5824,3,Vineyard
1809,1.55592,4,"Vineyard & Pecan (""Intercrop"")"
1811,0.663182,4,Vineyard
1812,2.80494,4,Lucern
1813,0.668045,4,Vineyard
1814,2.11817,4,Vineyard
1815,1.17923,4,Lucern
1816,1.48166,4,Vineyard
1819,2.03184,5,Vineyard
1823,0.575451,5,Vineyard
1825,1.92426,5,Vineyard
1827,0.389387,5,Vineyard
1828,3.18754,2,Vineyard
1829,4.56264,2,Lucern
1831,2.68463,2,Lucern
1832,2.1593,2,Lucern
1834,1.85817,2,Vacant
1835,0.810019,2,Vacant
1838,2.81654,2,Lucern
1839,2.24098,2,Vineyard
1840,0.66596,2,Vineyard
1842,0.967832,2,Lucern
1843,1.56175,2,Vineyard
1845,5.16099,2,Lucern
1846,1.69967,2,Vineyard
1849,3.34226,2,Vineyard
1850,1.03564,2,Lucern
1853,8.53695,2,Vineyard
1854,4.38431,2,Lucern
1855,2.07895,2,Grass
1856,1.14222,2,Vacant
1858,1.08131,2,Vineyard
1860,0.875891,2,Vineyard
1861,1.46594,2,Vacant
1862,0.415398,2,Vineyard
1867,0.521039,2,Vineyard
1868,2.24471,2,Vineyard
1869,4.93632,2,Vineyard
1870,3.444,2,Lucern
1871,1.59278,2,Maize
1873,3.98222,2,Lucern
1875,2.02808,2,Lucern
1878,0.49196,2,Vineyard
1879,0.50664,2,Vineyard
1881,1.89852,2,Grass
1882,4.96056,2,Vineyard
1883,8.02395,2,Vineyard
1884,0.955472,5,Vineyard
1886,0.214794,5,Vineyard
1887,0.351502,2,Dates
1889,2.05911,2,Vacant
1890,2.97042,2,Maize
1891,0.624527,2,Maize
1893,5.52852,2,Vacant
1894,2.24109,2,Lucern
1899,1.90578,2,Vineyard
1900,2.96787,2,Lucern
1901,3.89258,2,Vacant
1902,1.95471,2,Vineyard
1904,4.06509,2,"Vineyard & Pecan (""Intercrop"")"
1905,1.62466,2,Vineyard
1906,1.86874,2,Vineyard
1907,1.67472,2,Vineyard
1908,3.38615,2,Lucern
1910,1.07033,2,Vineyard
1911,3.67327,2,Vacant
1913,5.40819,2,Vacant
1915,0.970681,2,Vacant
1917,1.60842,2,Grass
1919,1.51099,5,Vineyard
1920,2.74907,5,Vineyard
1921,0.278737,5,Vineyard
1922,0.669661,5,Vineyard
1923,0.375942,5,Vineyard
1924,3.12469,5,Vineyard
1925,4.677,5,Vineyard
1926,1.4335,5,Vineyard
1927,3.75314,5,Vineyard
1928,1.96248,5,Vineyard
1929,1.21163,5,Vineyard
1931,0.617532,5,Lucern
1933,0.720942,5,Vineyard
1934,0.0923603,5,Vineyard
1936,1.05207,5,Vineyard
1937,0.965502,5,Vineyard
1938,2.13121,5,Lucern
1940,2.00728,5,Vacant
1942,0.562841,5,Vineyard
1944,5.07832,5,Vacant
1945,3.82876,5,Lucern
1946,0.66634,5,"Vineyard & Pecan (""Intercrop"")"
1947,2.02833,5,Lucern
1949,1.21682,2,Vineyard
1950,4.30938,2,Vineyard
1951,1.9101,2,Vineyard
1952,12.9844,2,Maize
1953,1.25317,2,Vineyard
1954,1.99865,2,Vineyard
1955,2.05358,2,Lucern
1956,0.879433,2,Vineyard
1958,3.57757,2,"Vineyard & Pecan (""Intercrop"")"
1960,2.80221,2,"Vineyard & Pecan (""Intercrop"")"
1961,2.78354,2,Vineyard
1963,7.15386,2,Vineyard
1964,1.08113,2,Vineyard
1967,1.48968,2,Vacant
1968,3.09444,2,Vacant
1969,2.06433,2,Vineyard
1970,1.55693,2,Vineyard
1971,0.923743,2,"Vineyard & Pecan (""Intercrop"")"
1972,1.62305,2,Vacant
1974,2.47798,5,Maize
1975,0.770319,5,Lucern
1976,0.970416,5,Vineyard
1977,4.07542,5,Maize
1979,1.13744,5,Maize
1980,1.68216,5,Vineyard
1981,1.39229,5,Vineyard
1983,1.18321,5,Vineyard
1984,1.14847,5,Vineyard
1986,1.95583,5,Vineyard
1988,0.848941,5,Vineyard
1989,1.02031,5,Vineyard
1990,2.03762,5,"Vineyard & Pecan (""Intercrop"")"
1991,2.71744,4,Vineyard
1992,2.27842,4,Vineyard
1993,2.05167,4,"Vineyard & Pecan (""Intercrop"")"
1994,0.806654,4,Lucern
1995,0.978755,4,Lucern
1996,3.42242,4,Vineyard
1997,0.515653,4,Vineyard
1998,0.675934,4,Vineyard
2000,3.28132,4,Vineyard
2001,4.88696,4,"Vineyard & Pecan (""Intercrop"")"
2002,3.04619,4,Vineyard
2003,1.28881,4,Vineyard
2006,4.29079,4,"Vineyard & Pecan (""Intercrop"")"
2007,3.70533,4,"Vineyard & Pecan (""Intercrop"")"
2008,4.70264,4,"Vineyard & Pecan (""Intercrop"")"
2009,0.951354,2,Vineyard
2010,6.23696,2,Vineyard
2012,0.677364,2,Vineyard
2013,0.931195,2,Vineyard
2015,0.516027,2,Vacant
2016,0.574987,2,Vineyard
2017,1.81555,2,Vacant
2018,2.09447,2,Vacant
2019,0.953139,4,"Vineyard & Pecan (""Intercrop"")"
2020,1.70615,4,Lucern
2022,3.30244,5,Vineyard
2024,2.69273,5,Vacant
2025,2.97022,5,Lucern
2026,0.583568,5,Lucern
2027,0.820359,5,Maize
2028,0.805327,5,Vineyard
2029,0.870149,5,Vineyard
2030,1.2866,5,Lucern
2031,2.09213,5,Vineyard
2035,2.20712,5,Vineyard
2036,2.20946,5,Vineyard
2037,0.57136,5,Vineyard
2038,0.779958,5,Vineyard
2040,1.48097,5,Vineyard
2041,0.951253,5,Vineyard
2042,1.05484,5,Vineyard
2044,2.12769,5,Maize
2045,2.27838,5,Maize
2046,2.22685,5,Lucern
2047,1.67287,5,Vineyard
2048,1.13646,5,Maize
2049,0.888413,5,Lucern
2050,1.57024,5,Lucern
2051,1.06941,5,Lucern
2054,3.13153,5,Maize
2055,3.41683,5,Vacant
2057,1.90477,5,Vineyard
2061,4.11545,5,Vineyard
2062,3.04205,5,Vineyard
2063,0.166659,5,Vacant
2064,3.29814,5,Vineyard
2066,0.73578,5,Vineyard
2068,0.697659,5,Vacant
2069,2.3614,5,Lucern
2070,1.08407,5,Lucern
2072,1.69933,5,Lucern
2073,1.27441,5,Lucern
2075,2.13453,5,Cotton
2076,1.28468,5,Cotton
2077,1.2109,5,Cotton
2078,2.68921,5,Lucern
2079,2.14179,5,Lucern
2081,0.680004,5,Vacant
2082,3.93864,5,Lucern
2083,1.44171,5,Lucern
2084,2.72415,5,Cotton
2085,4.42628,5,Vacant
2091,2.11084,3,Maize
2093,1.81421,3,Vacant
2094,5.57672,3,Vineyard
2095,4.21774,3,Vineyard
2096,2.33252,3,Vineyard
2098,1.12775,3,Vineyard
2100,2.29175,3,Lucern
2101,4.1063,3,Vineyard
2103,7.1199,3,Vineyard
2104,4.61945,3,Maize
2106,3.07249,0,Lucern
2107,0.935883,0,Vacant
2109,1.39111,0,Lucern
2110,2.73502,0,Lucern
2112,0.375473,0,Vineyard
2115,2.05887,3,Vineyard
2120,0.5853,3,Vineyard
2122,0.59323,3,Vineyard
2124,0.511528,3,Vineyard
2125,0.802503,3,Vineyard
2126,1.75361,3,Lucern
2127,0.475015,3,Lucern
2130,5.14014,3,Lucern
2131,2.23277,3,Lucern
2132,2.3504,3,Lucern
2134,3.01985,3,Lucern
2135,0.586776,3,Lucern
2136,0.224917,3,Lucern
2137,3.30082,3,Lucern
2138,2.07662,3,Vineyard
2140,0.920493,3,Vineyard
2141,0.906824,3,Vineyard
2142,2.2592,3,Vineyard
2143,2.95679,3,Lucern
2144,2.81233,3,"Vineyard & Pecan (""Intercrop"")"
2145,7.85267,3,"Vineyard & Pecan (""Intercrop"")"
2146,5.19171,3,Lucern
2147,5.19836,3,Vineyard
2148,4.14112,3,Lucern
2149,3.86714,3,Vineyard
2151,2.54073,3,Lucern
2152,1.33215,3,Vacant
2155,2.6761,3,Vineyard
2156,1.25802,3,Cotton
2157,6.88887,3,Lucern
2158,1.25206,3,Cotton
2159,0.37919,3,Cotton
2160,3.49996,3,Vineyard
2161,2.48362,3,Vineyard
2162,2.67713,3,Maize
2163,1.94594,3,Maize
2164,2.99653,3,Lucern
2165,0.916049,3,Maize
2167,1.30416,3,Lucern
2168,0.353132,3,Maize
2169,0.177114,3,Maize
2171,1.44488,3,Maize
2174,3.12746,3,"Vineyard & Pecan (""Intercrop"")"
2175,2.24256,3,"Vineyard & Pecan (""Intercrop"")"
2176,3.07671,3,"Vineyard & Pecan (""Intercrop"")"
2177,3.35724,3,"Vineyard & Pecan (""Intercrop"")"
2178,1.93706,3,"Vineyard & Pecan (""Intercrop"")"
2179,2.0341,3,Vineyard
2180,0.188637,3,"Vineyard & Pecan (""Intercrop"")"
2181,11.6615,1,Lucern
2182,0.939955,1,Maize
2183,0.54893,3,Vineyard
2184,1.04183,4,Vineyard
2185,2.11965,4,Lucern
2186,1.33056,4,Lucern
2187,1.54278,4,Lucern
2188,0.46222,4,Lucern
2190,1.52354,4,Vineyard
2191,2.34397,4,Vineyard
2192,1.30508,4,Vineyard
2193,3.45782,4,Vineyard
2194,3.83562,4,Vacant
2195,1.86241,4,Vineyard
2196,6.29452,4,Maize
2197,2.69703,4,Lucern
2198,2.98036,4,Maize
2200,0.542425,4,Maize
2201,16.8094,4,Vacant
2203,1.61632,2,Lucern
2204,4.35874,2,Lucern
2205,2.1301,2,Vineyard
2208,4.53357,2,Vacant
2209,3.89667,2,Vacant
2210,3.8082,2,Vacant
2213,1.38905,2,Vineyard
2214,0.479219,2,Vineyard
2216,1.18309,1,Maize
2217,3.7345,1,Vineyard
2218,1.7911,1,Lucern
2220,1.03737,1,Lucern
2221,6.08085,1,Maize
2222,4.72698,1,Lucern
2223,6.44374,1,Grass
2226,1.54083,1,Vineyard
2227,1.09265,1,Vineyard
2228,1.41272,1,Vacant
2229,0.894833,1,Vineyard
2230,2.66197,1,Vineyard
2231,4.02389,1,Vineyard
2232,0.934607,1,Lucern
2233,1.2103,1,Vineyard
2235,1.08688,5,Lucern
2236,1.07129,5,Lucern
2238,2.15959,5,Vineyard
2240,1.95344,5,Vineyard
2241,1.32463,5,Vineyard
2242,2.69741,5,Lucern
2243,2.33637,5,Lucern
2245,1.80288,5,Lucern
2246,0.740203,5,Vineyard
2248,4.88509,5,Vineyard
2253,2.11895,5,Vineyard
2255,4.09962,5,Vineyard
2256,2.19873,5,Maize
2259,2.30242,5,Vineyard
2260,2.7302,5,Vineyard
2261,2.23412,5,Vineyard
2263,0.657069,5,Maize
2264,0.183631,5,Lucern
2266,19.3421,2,Lucern
2267,2.086,2,Maize
2268,1.71915,6,Lucern
2271,0.5385,6,Lucern
2274,1.2794,6,Lucern
2276,2.31988,6,Lucern
2277,0.209891,6,Lucern
2278,1.02793,6,Lucern
2281,0.898173,6,Vineyard
2283,4.63408,6,Lucern
2285,4.37164,6,Cotton
2286,1.64774,6,Lucern
2287,4.69117,6,Lucern
2288,2.89192,6,Vineyard
2289,3.93284,6,Vineyard
2292,2.70053,6,Cotton
2293,3.30394,6,Cotton
2294,0.740936,6,Vineyard
2295,5.77966,6,Vineyard
2296,4.36044,6,Vineyard
2297,1.73298,6,Cotton
2298,2.13457,6,Cotton
2299,0.79678,6,Vineyard
2301,0.843186,6,Cotton
2302,1.714,6,Cotton
2303,2.46422,6,Vacant
2306,8.14987,6,Vacant
2307,1.98007,6,Vacant
2308,0.457522,6,Vineyard
2310,0.131805,6,Vineyard
2311,0.0286053,6,Dates
2312,0.156933,6,Vineyard
2313,0.0680375,6,Vineyard
2314,0.0224113,6,Dates
2315,3.87839,6,Vineyard
2319,7.11885,6,Maize
2320,2.1546,6,Vineyard
2321,4.24901,6,Vineyard
2322,1.40508,6,Vineyard
2324,0.708419,6,Lucern
2327,1.1062,6,Maize
2329,1.98455,6,Maize
2330,0.403238,6,Maize
2333,0.124031,6,Lucern
2334,0.227493,6,Lucern
2335,0.266604,6,Vineyard
2336,5.79229,6,Maize
2337,1.61891,6,Vineyard
2338,0.952566,6,Vineyard
2339,0.895146,6,Maize
2342,0.66797,6,Maize
2344,1.54347,6,Maize
2345,0.271694,6,Maize
2346,0.552172,6,Maize
2347,4.99343,6,Maize
2348,4.71537,6,Maize
2350,1.3071,6,Maize
2351,0.683338,6,Vineyard
2352,1.02793,6,Vineyard
2356,0.671617,6,Maize
2357,2.48366,3,Vineyard
2358,1.15565,3,Vineyard
2359,0.795277,3,Vineyard
2360,2.29931,3,Lucern
2361,4.30003,3,Vacant
2363,3.999,3,Lucern
2365,0.883172,3,Vacant
2366,0.465182,3,Vineyard
2368,0.738182,3,Vineyard
2370,2.45122,3,Lucern
2371,1.48315,3,Vacant
2372,0.994452,3,Maize
2373,4.49513,3,Maize
2376,4.08653,6,Vineyard
2377,3.84186,6,Vineyard
2379,2.50729,6,Vineyard
2380,2.6912,6,Cotton
2381,5.40786,6,Lucern
2383,1.6599,6,Lucern
2384,3.8757,6,Lucern
2386,2.61329,6,Lucern
2387,2.50266,6,Lucern
2390,3.82864,6,Lucern
2391,3.26971,6,Vineyard
2393,3.05186,6,Vineyard
2394,2.27977,6,Lucern
2397,1.08393,3,Lucern
